"Ano","Mes","Descripcion","Importe"
"2015","12","INGRESOS TOTALES","88225.81"
"2015","12","Ingresos Corrientes","84119.09"
"2015","12","Donaciones HIPC","2030.74"
"2015","12","Donaciones","2075.98"
"2015","12","Ingresos de Capital","0"
"2015","12","GASTO CORRIENTE","81013.2"
"2015","12","Gasto de Consumo","52205.3"
"2015","12","Sueldos y salarios","34253"
"2015","12","Aportes Patronales","4187.9"
"2015","12","Bienes y servicios","13764.4"
"2015","12","Comisiones","902.9"
"2015","12","Internos","663.8"
"2015","12","Externos","239.2"
"2015","12","Intereses Deuda","11219.6"
"2015","12","Internos","7299.2"
"2015","12","Externos","3920.4"
"2015","12","Transferencias","16685.4"
"2015","12","AHORRO EN CUENTA CORRIENTE","3105.89"
"2015","12","Gasto de Capital y Prestamos Netos","20954.3"
"2015","12","Inversion","8729.2"
"2015","12","Inversion Financiera","0"
"2015","12","Transferencias","12225"
"2015","12","TOTAL GASTOS NETOS","101967.5"
"2015","12","BALANCE","-13741.69"
"2015","12","FINANCIAMIENTO","13741.7"
"2015","12","CReDITO EXTERNO NETO","8581"
"2015","12","Desembolsos","11352.6"
"2015","12","Amortizacion","-2806.8"
"2015","12","Transferencias Externas","215.5"
"2015","12","Bono Cupon Cero","-180.3"
"2015","12","CReDITO INTERNO NETO","5160.7"
"2015","12","Utilizacion","29678.2"
"2015","12","Amortizacion","-24813.1"
"2015","12","Otro Financiamientos","2621.8"
"2015","12","Flujo de Cuentas Por Pagar","-854.4"
"2015","12","Flujo de Depositos","-1471.8"
"2015","12","PRODUCTO INTERNO BRUTO","460405.2"
"2015","12","BALANCE GLOBAL NETO / PIB (%)","-2.98"
"2015","11","INGRESOS TOTALES","78053.54"
"2015","11","Ingresos Corrientes","74684.47"
"2015","11","Donaciones HIPC","1562.1"
"2015","11","Donaciones","1806.97"
"2015","11","Ingresos de Capital","0"
"2015","11","GASTO CORRIENTE","66861.77"
"2015","11","Gasto de Consumo","41885.64"
"2015","11","Sueldos y salarios","3376.71"
"2015","11","Aportes Patronales","29463.39"
"2015","11","Bienes y servicios","9045.55"
"2015","11","Comisiones","807.3"
"2015","11","Internos","606.49"
"2015","11","Externos","200.81"
"2015","11","Intereses Deuda","9671.8"
"2015","11","Internos","6521.94"
"2015","11","Externos","3149.86"
"2015","11","Transferencias","14497.02"
"2015","11","AHORRO EN CUENTA CORRIENTE","7822.7"
"2015","11","Gasto de Capital y Prestamos Netos","16020.89"
"2015","11","Inversion","6426.79"
"2015","11","Inversion Financiera","0"
"2015","11","Transferencias","9594.1"
"2015","11","TOTAL GASTOS NETOS","82882.66"
"2015","11","BALANCE","-4829.12"
"2015","11","FINANCIAMIENTO","4829.1"
"2015","11","CReDITO EXTERNO NETO","3918.2"
"2015","11","Desembolsos","6377.3"
"2015","11","Amortizacion","-2430.6"
"2015","11","Transferencias Externas","151.8"
"2015","11","Bono Cupon Cero","-180.3"
"2015","11","CReDITO INTERNO NETO","910.9"
"2015","11","Utilizacion","25311.3"
"2015","11","Amortizacion","-21734.1"
"2015","11","Otro Financiamientos","1361.5"
"2015","11","Flujo de Cuentas Por Pagar","-3014.8"
"2015","11","Flujo de Depositos","-1013"
"2015","11","PRODUCTO INTERNO BRUTO","460405.2"
"2015","11","BALANCE GLOBAL NETO / PIB (%)","-1.05"
"2015","10","INGRESOS TOTALES","70963.4"
"2015","10","Ingresos Corrientes","68335.48"
"2015","10","Donaciones HIPC","1297.44"
"2015","10","Donaciones","1330.48"
"2015","10","Ingresos de Capital","0"
"2015","10","GASTO CORRIENTE","60179.63"
"2015","10","Gasto de Consumo","37459.51"
"2015","10","Sueldos y salarios","26288.09"
"2015","10","Aportes Patronales","3067.24"
"2015","10","Bienes y servicios","8104.18"
"2015","10","Comisiones","735.83"
"2015","10","Internos","549.11"
"2015","10","Externos","186.72"
"2015","10","Intereses Deuda","9029.41"
"2015","10","Internos","6210.38"
"2015","10","Externos","2819.03"
"2015","10","Transferencias","12954.89"
"2015","10","AHORRO EN CUENTA CORRIENTE","8155.85"
"2015","10","Gasto de Capital y Prestamos Netos","13828.54"
"2015","10","Inversion","5202.06"
"2015","10","Inversion Financiera","0"
"2015","10","Transferencias","8626.47"
"2015","10","TOTAL GASTOS NETOS","74008.17"
"2015","10","BALANCE","-3044.77"
"2015","10","FINANCIAMIENTO","3044.8"
"2015","10","CReDITO EXTERNO NETO","3204.7"
"2015","10","Desembolsos","5341.7"
"2015","10","Amortizacion","-2068.7"
"2015","10","Transferencias Externas","112"
"2015","10","Bono Cupon Cero","-180.3"
"2015","10","CReDITO INTERNO NETO","-159.9"
"2015","10","Utilizacion","24396.3"
"2015","10","Amortizacion","-20771"
"2015","10","Otro Financiamientos","986.1"
"2015","10","Flujo de Cuentas Por Pagar","-3282.9"
"2015","10","Flujo de Depositos","-1488.4"
"2015","10","PRODUCTO INTERNO BRUTO","460405.2"
"2015","10","BALANCE GLOBAL NETO / PIB (%)","-.66"
"2015","9","INGRESOS TOTALES","64674.33"
"2015","9","Ingresos Corrientes","62298.81"
"2015","9","Donaciones HIPC","1164.07"
"2015","9","Donaciones","1211.46"
"2015","9","Ingresos de Capital","0"
"2015","9","GASTO CORRIENTE","54967.13"
"2015","9","Gasto de Consumo","33890.25"
"2015","9","Sueldos y salarios","23880.89"
"2015","9","Aportes Patronales","2741.59"
"2015","9","Bienes y servicios","7267.77"
"2015","9","Comisiones","663.67"
"2015","9","Internos","492.22"
"2015","9","Externos","171.44"
"2015","9","Intereses Deuda","8523.15"
"2015","9","Internos","5830.89"
"2015","9","Externos","2692.26"
"2015","9","Transferencias","11890.07"
"2015","9","AHORRO EN CUENTA CORRIENTE","7331.67"
"2015","9","Gasto de Capital y Prestamos Netos","12269.04"
"2015","9","Inversion","4629.1"
"2015","9","Inversion Financiera","0"
"2015","9","Transferencias","7639.94"
"2015","9","TOTAL GASTOS NETOS","67236.18"
"2015","9","BALANCE","-2561.84"
"2015","9","FINANCIAMIENTO","2561.8"
"2015","9","CReDITO EXTERNO NETO","3061.9"
"2015","9","Desembolsos","5017.4"
"2015","9","Amortizacion","-1890.1"
"2015","9","Transferencias Externas","114.9"
"2015","9","Bono Cupon Cero","-180.3"
"2015","9","CReDITO INTERNO NETO","-500.1"
"2015","9","Utilizacion","20294.6"
"2015","9","Amortizacion","-17229.7"
"2015","9","Otro Financiamientos","969.2"
"2015","9","Flujo de Cuentas Por Pagar","-2900.7"
"2015","9","Flujo de Depositos","-1633.5"
"2015","9","PRODUCTO INTERNO BRUTO","460405.2"
"2015","9","BALANCE GLOBAL NETO / PIB (%)","-.56"
"2015","8","INGRESOS TOTALES","55773.05"
"2015","8","Ingresos Corrientes","53329.54"
"2015","8","Donaciones HIPC","1318.22"
"2015","8","Donaciones","1125.29"
"2015","8","Ingresos de Capital","0"
"2015","8","GASTO CORRIENTE","48345.55"
"2015","8","Gasto de Consumo","30131.13"
"2015","8","Sueldos y salarios","21427.93"
"2015","8","Aportes Patronales","2461.34"
"2015","8","Bienes y servicios","6241.85"
"2015","8","Comisiones","586.25"
"2015","8","Internos","435.38"
"2015","8","Externos","150.87"
"2015","8","Intereses Deuda","6985.83"
"2015","8","Internos","4853.42"
"2015","8","Externos","2132.41"
"2015","8","Transferencias","10642.35"
"2015","8","AHORRO EN CUENTA CORRIENTE","4983.99"
"2015","8","Gasto de Capital y Prestamos Netos","11000.93"
"2015","8","Inversion","4374.18"
"2015","8","Inversion Financiera","0"
"2015","8","Transferencias","6626.75"
"2015","8","TOTAL GASTOS NETOS","59346.48"
"2015","8","BALANCE","-3573.43"
"2015","8","FINANCIAMIENTO","3573.4"
"2015","8","CReDITO EXTERNO NETO","3056.5"
"2015","8","Desembolsos","4663.5"
"2015","8","Amortizacion","-1630.1"
"2015","8","Transferencias Externas","111.7"
"2015","8","Bono Cupon Cero","-88.6"
"2015","8","CReDITO INTERNO NETO","516.9"
"2015","8","Utilizacion","16754.4"
"2015","8","Amortizacion","-14150.6"
"2015","8","Otro Financiamientos","1048.2"
"2015","8","Flujo de Cuentas Por Pagar","-2121.3"
"2015","8","Flujo de Depositos","-1013.8"
"2015","8","PRODUCTO INTERNO BRUTO","460405.2"
"2015","8","BALANCE GLOBAL NETO / PIB (%)","-.78"
"2015","7","INGRESOS TOTALES","49033.75"
"2015","7","Ingresos Corrientes","46841.62"
"2015","7","Donaciones HIPC","1096.66"
"2015","7","Donaciones","1095.46"
"2015","7","Ingresos de Capital","0"
"2015","7","GASTO CORRIENTE","41442.45"
"2015","7","Gasto de Consumo","26553.69"
"2015","7","Sueldos y salarios","18987.22"
"2015","7","Aportes Patronales","2173.12"
"2015","7","Bienes y servicios","5393.35"
"2015","7","Comisiones","493.71"
"2015","7","Internos","379.82"
"2015","7","Externos","113.9"
"2015","7","Intereses Deuda","6206.67"
"2015","7","Internos","4191.61"
"2015","7","Externos","2015.06"
"2015","7","Transferencias","8188.38"
"2015","7","AHORRO EN CUENTA CORRIENTE","5399.17"
"2015","7","Gasto de Capital y Prestamos Netos","9305.72"
"2015","7","Inversion","3596.72"
"2015","7","Inversion Financiera","0"
"2015","7","Transferencias","5709"
"2015","7","TOTAL GASTOS NETOS","50748.17"
"2015","7","BALANCE","-1714.42"
"2015","7","FINANCIAMIENTO","1714.4"
"2015","7","CReDITO EXTERNO NETO","3042.3"
"2015","7","Desembolsos","4500.1"
"2015","7","Amortizacion","-1441.1"
"2015","7","Transferencias Externas","71.9"
"2015","7","Bono Cupon Cero","-88.6"
"2015","7","CReDITO INTERNO NETO","-1327.9"
"2015","7","Utilizacion","10425.1"
"2015","7","Amortizacion","-8559.8"
"2015","7","Otro Financiamientos","724.8"
"2015","7","Flujo de Cuentas Por Pagar","-1882.6"
"2015","7","Flujo de Depositos","-2035.4"
"2015","7","PRODUCTO INTERNO BRUTO","460405.2"
"2015","7","BALANCE GLOBAL NETO / PIB (%)","-.37"
"2015","6","INGRESOS TOTALES","42530.45"
"2015","6","Ingresos Corrientes","40747.75"
"2015","6","Donaciones HIPC","884.05"
"2015","6","Donaciones","898.65"
"2015","6","Ingresos de Capital","0"
"2015","6","GASTO CORRIENTE","35672.82"
"2015","6","Gasto de Consumo","22664.13"
"2015","6","Sueldos y salarios","16521.34"
"2015","6","Aportes Patronales","1868.91"
"2015","6","Bienes y servicios","4273.89"
"2015","6","Comisiones","433.67"
"2015","6","Internos","324.74"
"2015","6","Externos","108.93"
"2015","6","Intereses Deuda","5368.02"
"2015","6","Internos","3459.95"
"2015","6","Externos","1908.08"
"2015","6","Transferencias","7206.99"
"2015","6","AHORRO EN CUENTA CORRIENTE","5074.93"
"2015","6","Gasto de Capital y Prestamos Netos","7564.36"
"2015","6","Inversion","2824.43"
"2015","6","Inversion Financiera","0"
"2015","6","Transferencias","4739.93"
"2015","6","TOTAL GASTOS NETOS","43237.17"
"2015","6","BALANCE","-706.73"
"2015","6","FINANCIAMIENTO","706.7"
"2015","6","CReDITO EXTERNO NETO","2829.8"
"2015","6","Desembolsos","4085.8"
"2015","6","Amortizacion","-1239.2"
"2015","6","Transferencias Externas","71.8"
"2015","6","Bono Cupon Cero","-88.6"
"2015","6","CReDITO INTERNO NETO","-2123.1"
"2015","6","Utilizacion","8043.4"
"2015","6","Amortizacion","-6474.6"
"2015","6","Otro Financiamientos","402.5"
"2015","6","Flujo de Cuentas Por Pagar","-1405.7"
"2015","6","Flujo de Depositos","-2688.7"
"2015","6","PRODUCTO INTERNO BRUTO","460405.2"
"2015","6","BALANCE GLOBAL NETO / PIB (%)","-.15"
"2015","5","INGRESOS TOTALES","33508.9"
"2015","5","Ingresos Corrientes","32268.28"
"2015","5","Donaciones HIPC","588"
"2015","5","Donaciones","652.62"
"2015","5","Ingresos de Capital","0"
"2015","5","GASTO CORRIENTE","26612.33"
"2015","5","Gasto de Consumo","16877.54"
"2015","5","Sueldos y salarios","12164.79"
"2015","5","Aportes Patronales","1364.75"
"2015","5","Bienes y servicios","3348"
"2015","5","Comisiones","348.22"
"2015","5","Internos","267.53"
"2015","5","Externos","80.69"
"2015","5","Intereses Deuda","3937.1"
"2015","5","Internos","2763.03"
"2015","5","Externos","1174.07"
"2015","5","Transferencias","5449.47"
"2015","5","AHORRO EN CUENTA CORRIENTE","5655.94"
"2015","5","Gasto de Capital y Prestamos Netos","5898.18"
"2015","5","Inversion","2119.86"
"2015","5","Inversion Financiera","0"
"2015","5","Transferencias","3778.32"
"2015","5","TOTAL GASTOS NETOS","32510.52"
"2015","5","BALANCE","998.38"
"2015","5","FINANCIAMIENTO","-998.4"
"2015","5","CReDITO EXTERNO NETO","2513.8"
"2015","5","Desembolsos","3502.7"
"2015","5","Amortizacion","-972"
"2015","5","Transferencias Externas","71.7"
"2015","5","Bono Cupon Cero","-88.6"
"2015","5","CReDITO INTERNO NETO","-3512.2"
"2015","5","Utilizacion","7748.6"
"2015","5","Amortizacion","-6465.4"
"2015","5","Otro Financiamientos","64.6"
"2015","5","Flujo de Cuentas Por Pagar","-1372.3"
"2015","5","Flujo de Depositos","-3487.7"
"2015","5","PRODUCTO INTERNO BRUTO","460405.2"
"2015","5","BALANCE GLOBAL NETO / PIB (%)",".22"
"2015","4","INGRESOS TOTALES","27307.29"
"2015","4","Ingresos Corrientes","26671.85"
"2015","4","Donaciones HIPC","414.98"
"2015","4","Donaciones","220.47"
"2015","4","Ingresos de Capital","0"
"2015","4","GASTO CORRIENTE","21060.19"
"2015","4","Gasto de Consumo","13685.51"
"2015","4","Sueldos y salarios","9712.62"
"2015","4","Aportes Patronales","1082.26"
"2015","4","Bienes y servicios","2890.62"
"2015","4","Comisiones","282.4"
"2015","4","Internos","215.59"
"2015","4","Externos","66.81"
"2015","4","Intereses Deuda","3328.78"
"2015","4","Internos","2455.73"
"2015","4","Externos","873.05"
"2015","4","Transferencias","3763.51"
"2015","4","AHORRO EN CUENTA CORRIENTE","5611.66"
