"Ano","Mes","Descripcion","Importe"
"2016","12","INGRESOS TOTALES","99388.59"
"2016","12","INGRESOS CORRIENTES","95637.19"
"2016","12","TRIBUTARIOS","88692.3"
"2016","12","DIRECTOS","30195.46"
"2016","12","RENTA","27585.98"
"2016","12","APORTE SOLIDARIO TEMPORAL","1985.18"
"2016","12","PROPIEDAD","330.25"
"2016","12","IMPUESTO AL ACTIVO NETO","294.04"
"2016","12","REVALUACIoN DE ACTIVOS","0"
"2016","12","INDIRECTOS","54480.63"
"2016","12","PRODUCCIoN","39879.5"
"2016","12","VENTAS","36520.6"
"2016","12","OTROS","3358.9"
"2016","12","SERVICIOS Y ACTIVIDADES ESPECIFICAS","14601.13"
"2016","12","APORTE VIAL Y GASTO SOCIAL","11594.16"
"2016","12","OTROS","3006.97"
"2016","12","COMERCIO EXTERIOR","3998.42"
"2016","12","IMPORTACIONES","3998.42"
"2016","12","EXPORTACIONES","0"
"2016","12","VARIOS","17.8"
"2016","12","TASA DE SEGURIDAD","2273.2"
"2016","12","ING. NO TRIBUTARIOS","4671.69"
"2016","12","TRANSFERENCIAS SECTOR  PuBLICO","156"
"2016","12","OTROS INGRESOS NO TRIBUTARIOS","4515.69"
"2016","12","INGRESOS DE CAPITAL","0"
"2016","12","DONACIONES HIPC","2050.67"
"2016","12","DONACIONES","1700.73"
"2016","11","INGRESOS TOTALES","88003.66"
"2016","11","INGRESOS CORRIENTES","85120"
"2016","11","TRIBUTARIOS","78945.14"
"2016","11","DIRECTOS","25722.77"
"2016","11","RENTA","23531.09"
"2016","11","APORTE SOLIDARIO TEMPORAL","1622.44"
"2016","11","PROPIEDAD","281.84"
"2016","11","IMPUESTO AL ACTIVO NETO","287.4"
"2016","11","REVALUACIoN DE ACTIVOS","0"
"2016","11","INDIRECTOS","49618.44"
"2016","11","PRODUCCIoN","36241.8"
"2016","11","VENTAS","33187.82"
"2016","11","OTROS","3053.98"
"2016","11","SERVICIOS Y ACTIVIDADES ESPECIFICAS","13376.64"
"2016","11","APORTE VIAL Y GASTO SOCIAL","10638.52"
"2016","11","OTROS","2738.12"
"2016","11","COMERCIO EXTERIOR","3587.13"
"2016","11","IMPORTACIONES","3587.13"
"2016","11","EXPORTACIONES","0"
"2016","11","VARIOS","16.81"
"2016","11","TASA DE SEGURIDAD","2152.49"
"2016","11","ING. NO TRIBUTARIOS","4022.37"
"2016","11","TRANSFERENCIAS SECTOR  PuBLICO","148"
"2016","11","OTROS INGRESOS NO TRIBUTARIOS","3874.37"
"2016","11","INGRESOS DE CAPITAL","0"
"2016","11","DONACIONES HIPC","1732.32"
"2016","11","DONACIONES","1151.33"
"2016","10","INGRESOS TOTALES","80410.65"
"2016","10","INGRESOS CORRIENTES","77896.28"
"2016","10","TRIBUTARIOS","72340.44"
"2016","10","DIRECTOS","24461.11"
"2016","10","RENTA","22315.83"
"2016","10","APORTE SOLIDARIO TEMPORAL","1610.1"
"2016","10","PROPIEDAD","251.5"
"2016","10","IMPUESTO AL ACTIVO NETO","283.67"
"2016","10","REVALUACIoN DE ACTIVOS","0"
"2016","10","INDIRECTOS","44709.33"
"2016","10","PRODUCCIoN","32680.3"
"2016","10","VENTAS","29930.53"
"2016","10","OTROS","2749.77"
"2016","10","SERVICIOS Y ACTIVIDADES ESPECIFICAS","12029.04"
"2016","10","APORTE VIAL Y GASTO SOCIAL","9686.59"
"2016","10","OTROS","2342.45"
"2016","10","COMERCIO EXTERIOR","3154"
"2016","10","IMPORTACIONES","3154"
"2016","10","EXPORTACIONES","0"
"2016","10","VARIOS","16"
"2016","10","TASA DE SEGURIDAD","1883.33"
"2016","10","ING. NO TRIBUTARIOS","3672.52"
"2016","10","TRANSFERENCIAS SECTOR  PuBLICO","134"
"2016","10","OTROS INGRESOS NO TRIBUTARIOS","3538.52"
"2016","10","INGRESOS DE CAPITAL","0"
"2016","10","DONACIONES HIPC","1570"
"2016","10","DONACIONES","944.36"
"2016","9","INGRESOS TOTALES","73793.41"
"2016","9","INGRESOS CORRIENTES","71510.77"
"2016","9","TRIBUTARIOS","66378.14"
"2016","9","DIRECTOS","23383.39"
"2016","9","RENTA","21267.55"
"2016","9","APORTE SOLIDARIO TEMPORAL","1607.45"
"2016","9","PROPIEDAD","227.32"
"2016","9","IMPUESTO AL ACTIVO NETO","281.08"
"2016","9","REVALUACIoN DE ACTIVOS","0"
"2016","9","INDIRECTOS","40191.58"
"2016","9","PRODUCCIoN","29484.86"
"2016","9","VENTAS","27008.29"
"2016","9","OTROS","2476.57"
"2016","9","SERVICIOS Y ACTIVIDADES ESPECIFICAS","10706.72"
"2016","9","APORTE VIAL Y GASTO SOCIAL","8727.89"
"2016","9","OTROS","1978.83"
"2016","9","COMERCIO EXTERIOR","2795.01"
"2016","9","IMPORTACIONES","2795.01"
"2016","9","EXPORTACIONES","0"
"2016","9","VARIOS","8.15"
"2016","9","TASA DE SEGURIDAD","1777.53"
"2016","9","ING. NO TRIBUTARIOS","3355.1"
"2016","9","TRANSFERENCIAS SECTOR  PuBLICO","120"
"2016","9","OTROS INGRESOS NO TRIBUTARIOS","3235.1"
"2016","9","INGRESOS DE CAPITAL","0"
"2016","9","DONACIONES HIPC","1407.13"
"2016","9","DONACIONES","875.51"
"2016","8","INGRESOS TOTALES","63184.4"
"2016","8","INGRESOS CORRIENTES","61167.44"
"2016","8","TRIBUTARIOS","56583.09"
"2016","8","DIRECTOS","18819.57"
"2016","8","RENTA","17119.78"
"2016","8","APORTE SOLIDARIO TEMPORAL","1223.93"
"2016","8","PROPIEDAD","199.6"
"2016","8","IMPUESTO AL ACTIVO NETO","276.26"
"2016","8","REVALUACIoN DE ACTIVOS","0"
"2016","8","INDIRECTOS","35324.27"
"2016","8","PRODUCCIoN","26017.47"
"2016","8","VENTAS","23834.36"
"2016","8","OTROS","2183.1"
"2016","8","SERVICIOS Y ACTIVIDADES ESPECIFICAS","9306.8"
"2016","8","APORTE VIAL Y GASTO SOCIAL","7703.52"
"2016","8","OTROS","1603.29"
"2016","8","COMERCIO EXTERIOR","2431.69"
"2016","8","IMPORTACIONES","2431.69"
"2016","8","EXPORTACIONES","0"
"2016","8","VARIOS","7.57"
"2016","8","TASA DE SEGURIDAD","1588.92"
"2016","8","ING. NO TRIBUTARIOS","2995.43"
"2016","8","TRANSFERENCIAS SECTOR  PuBLICO","106"
"2016","8","OTROS INGRESOS NO TRIBUTARIOS","2889.43"
"2016","8","INGRESOS DE CAPITAL","0"
"2016","8","DONACIONES HIPC","1256.06"
"2016","8","DONACIONES","760.9"
"2016","7","INGRESOS TOTALES","56043.86"
"2016","7","INGRESOS CORRIENTES","54221.35"
"2016","7","TRIBUTARIOS","50220.27"
"2016","7","DIRECTOS","17591.99"
"2016","7","RENTA","15979.33"
"2016","7","APORTE SOLIDARIO TEMPORAL","1165.53"
"2016","7","PROPIEDAD","173.31"
"2016","7","IMPUESTO AL ACTIVO NETO","273.81"
"2016","7","REVALUACIoN DE ACTIVOS","0"
"2016","7","INDIRECTOS","30548.49"
"2016","7","PRODUCCIoN","22601.97"
"2016","7","VENTAS","20708.52"
"2016","7","OTROS","1893.45"
"2016","7","SERVICIOS Y ACTIVIDADES ESPECIFICAS","7946.52"
"2016","7","APORTE VIAL Y GASTO SOCIAL","6759.71"
"2016","7","OTROS","1186.82"
"2016","7","COMERCIO EXTERIOR","2074.02"
"2016","7","IMPORTACIONES","2074.02"
"2016","7","EXPORTACIONES","0"
"2016","7","VARIOS","5.77"
"2016","7","TASA DE SEGURIDAD","1325.71"
"2016","7","ING. NO TRIBUTARIOS","2675.37"
"2016","7","TRANSFERENCIAS SECTOR  PuBLICO","92"
"2016","7","OTROS INGRESOS NO TRIBUTARIOS","2583.37"
"2016","7","INGRESOS DE CAPITAL","0"
"2016","7","DONACIONES HIPC","1093.7"
"2016","7","DONACIONES","728.82"
"2016","6","INGRESOS TOTALES","49426.43"
"2016","6","INGRESOS CORRIENTES","47797.78"
"2016","6","TRIBUTARIOS","44228.87"
"2016","6","DIRECTOS","16458.28"
"2016","6","RENTA","14882.91"
"2016","6","APORTE SOLIDARIO TEMPORAL","1161.33"
"2016","6","PROPIEDAD","146.9"
"2016","6","IMPUESTO AL ACTIVO NETO","267.14"
"2016","6","REVALUACIoN DE ACTIVOS","0"
"2016","6","INDIRECTOS","26010.26"
"2016","6","PRODUCCIoN","19327.83"
"2016","6","VENTAS","17701.35"
"2016","6","OTROS","1626.47"
"2016","6","SERVICIOS Y ACTIVIDADES ESPECIFICAS","6682.44"
"2016","6","APORTE VIAL Y GASTO SOCIAL","5823.11"
"2016","6","OTROS","859.32"
"2016","6","COMERCIO EXTERIOR","1754.97"
"2016","6","IMPORTACIONES","1754.97"
"2016","6","EXPORTACIONES","0"
"2016","6","VARIOS","5.36"
"2016","6","TASA DE SEGURIDAD","1203.02"
"2016","6","ING. NO TRIBUTARIOS","2365.88"
"2016","6","TRANSFERENCIAS SECTOR  PuBLICO","78"
"2016","6","OTROS INGRESOS NO TRIBUTARIOS","2287.88"
"2016","6","INGRESOS DE CAPITAL","0"
